Disease,Symptom 1,Symptom 2,Symptom 3,Symptom 4,Symptom 5,Symptom 6,Symptom 7,Symptom 8,Symptom 9,Symptom 10,Symptom 11,Symptom 12,Symptom 13,Symptom 14,Symptom 15,Symptom 16,Symptom 17
Jaundice,itching, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Jaundice,itching, vomiting, weight loss, high fever, yellowish skin, dark urine, abdominal pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Jaundice,itching, vomiting, fatigue, high fever, yellowish skin, dark urine, abdominal pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Jaundice,itching, vomiting, fatigue, weight loss, yellowish skin, dark urine, abdominal pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Jaundice,itching, vomiting, fatigue, weight loss, high fever, dark urine, abdominal pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Jaundice,itching, vomiting, fatigue, weight loss, high fever, yellowish skin, abdominal pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Jaundice,itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Malaria, chills, vomiting, high fever, sweating, headache, nausea, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Malaria, chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Malaria, chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Malaria, vomiting, high fever, sweating, headache, nausea, diarrhoea, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Malaria, chills, high fever, sweating, headache, nausea, diarrhoea, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Malaria, chills, vomiting, sweating, headache, nausea, diarrhoea, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Malaria, chills, vomiting, high fever, headache, nausea, diarrhoea, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Malaria, chills, vomiting, high fever, sweating, nausea, diarrhoea, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Malaria, chills, vomiting, high fever, sweating, headache, diarrhoea, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Malaria, chills, vomiting, high fever, sweating, headache, nausea, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Chicken pox,itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Chicken pox, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Chicken pox,itching, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Chicken pox,itching, skin rash, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Chicken pox,itching, skin rash, fatigue, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Chicken pox,itching, skin rash, fatigue, lethargy, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Chicken pox,itching, skin rash, fatigue, lethargy, high fever, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Chicken pox,itching, skin rash, fatigue, lethargy, high fever, headache, mild fever, swelled lymph nodes, malaise, red spots over body,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Chicken pox,itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, swelled lymph nodes, malaise, red spots over body,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Chicken pox,itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, malaise, red spots over body,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Dengue, skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, muscle pain, red spots over body,no symptom,no symptom,no symptom,no symptom
Dengue, skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, red spots over body,no symptom,no symptom,no symptom,no symptom
Dengue, skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain,no symptom,no symptom,no symptom,no symptom
Dengue, skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body,no symptom,no symptom,no symptom
Dengue, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body,no symptom,no symptom,no symptom,no symptom
Dengue, skin rash, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body,no symptom,no symptom,no symptom,no symptom
Dengue, skin rash, chills, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body,no symptom,no symptom,no symptom,no symptom
Dengue, skin rash, chills, joint pain, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body,no symptom,no symptom,no symptom,no symptom
Dengue, skin rash, chills, joint pain, vomiting, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body,no symptom,no symptom,no symptom,no symptom
Dengue, skin rash, chills, joint pain, vomiting, fatigue, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body,no symptom,no symptom,no symptom,no symptom
Typhoid, chills, vomiting, fatigue, high fever, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Typhoid, chills, vomiting, fatigue, high fever, headache, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Typhoid, chills, vomiting, fatigue, high fever, headache, nausea, abdominal pain, diarrhoea, toxic look (typhos), belly pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Typhoid, chills, vomiting, fatigue, high fever, headache, nausea, constipation, diarrhoea, toxic look (typhos), belly pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Typhoid, chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, toxic look (typhos), belly pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Typhoid, chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, belly pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Typhoid, chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos),no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Typhoid, chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Typhoid, chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Typhoid, chills, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
hepatitis A, joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
hepatitis A, joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
hepatitis A, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
hepatitis A, joint pain, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
hepatitis A, joint pain, vomiting, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
hepatitis A, joint pain, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
hepatitis A, joint pain, vomiting, yellowish skin, dark urine, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
hepatitis A, joint pain, vomiting, yellowish skin, dark urine, nausea, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
hepatitis A, joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, diarrhoea, mild fever, yellowing of eyes, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
hepatitis A, joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, mild fever, yellowing of eyes, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hepatitis B,itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections,no symptom,no symptom,no symptom,no symptom,no symptom
Hepatitis B,itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections,no symptom,no symptom,no symptom,no symptom,no symptom
Hepatitis B, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hepatitis B,itching, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hepatitis B,itching, fatigue, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hepatitis B,itching, fatigue, lethargy, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
